sales_order_id,order_date,customer_id,sales_channel,order_status,payment_method,subtotal,discount_total,tax_total,order_total,created_date
RP-004458,2025-09-20,8782,Raven Prime,Open,Coin,21.47,1.23,1.34,22.81,2025-09-20
RP-004459,2025-09-02,7243,Raven Prime,Closed,Coin,83.3,3.65,6.58,89.89,2025-09-02
RP-004460,2025-07-03,7100,Raven Prime,Shipped,Coin,71.12,3.41,4.45,75.57,2025-07-03
RP-004461,2025-08-22,8088,Raven Prime,Closed,Coin,27.98,2.54,1.75,29.73,2025-08-22
RP-004462,2025-07-30,7575,Raven Prime,Shipped,Coin,59.41,2.92,5.19,64.6,2025-07-30
RP-004463,2025-08-27,10144,Raven Prime,Shipped,Coin,21.3,1.37,1.33,22.63,2025-08-27
RP-004464,2025-09-22,7592,Raven Prime,Open,Coin,30.5,1.26,2.52,33.02,2025-09-22
RP-004465,2025-08-13,7266,Raven Prime,Shipped,Coin,145.81,9.1,11.93,157.75,2025-08-13
RP-004466,2025-09-08,10097,Raven Prime,Closed,Coin,155.48,12.15,14.29,169.77,2025-09-08
RP-004467,2025-07-10,9883,Raven Prime,Closed,Coin,206.35,7.73,17.5,223.85,2025-07-10
RP-004468,2025-08-07,8282,Raven Prime,Closed,Coin,94.37,5.0,7.49,101.86,2025-08-07
RP-004469,2025-09-20,10120,Raven Prime,Closed,Coin,112.43,7.76,9.64,122.08,2025-09-20
RP-004470,2025-08-07,8676,Raven Prime,Closed,Coin,108.77,3.67,8.91,117.68,2025-08-07
RP-004471,2025-08-18,8292,Raven Prime,Closed,Coin,164.44,2.63,13.3,177.74,2025-08-18
RP-004472,2025-07-05,9058,Raven Prime,Closed,Coin,47.46,0.52,3.29,50.76,2025-07-05
RP-004473,2025-07-31,10486,Raven Prime,Closed,Coin,140.76,5.52,12.24,152.99,2025-07-31
RP-004474,2025-09-23,9454,Raven Prime,Open,Coin,73.9,4.89,6.13,80.02,2025-09-23
RP-004475,2025-08-18,9165,Raven Prime,Closed,Coin,92.88,5.15,6.06,98.95,2025-08-18
RP-004476,2025-07-15,9836,Raven Prime,Closed,Coin,39.37,1.37,2.82,42.18,2025-07-15
RP-004477,2025-07-23,7328,Raven Prime,Closed,Coin,121.84,8.0,10.09,131.93,2025-07-23
RP-004478,2025-08-02,9826,Raven Prime,Shipped,Coin,151.46,4.97,12.31,163.76,2025-08-02
RP-004479,2025-09-29,7872,Raven Prime,Shipped,Coin,68.28,5.86,4.27,72.55,2025-09-29
RP-004480,2025-09-15,7558,Raven Prime,Closed,Coin,73.27,4.35,5.42,78.68,2025-09-15
RP-004481,2025-09-16,8339,Raven Prime,Closed,Coin,82.66,5.89,5.72,88.38,2025-09-16
RP-004482,2025-08-25,8803,Raven Prime,Shipped,Coin,99.33,8.26,8.33,107.66,2025-08-25
RP-004483,2025-08-04,8269,Raven Prime,Closed,Coin,45.02,3.0,2.81,47.83,2025-08-04
RP-004484,2025-09-11,7654,Raven Prime,Closed,Coin,48.58,2.2,3.24,51.82,2025-09-11
RP-004485,2025-07-28,7912,Raven Prime,Shipped,Coin,112.17,5.69,8.4,120.57,2025-07-28
RP-004486,2025-07-09,7942,Raven Prime,Closed,Coin,69.58,5.78,5.99,75.56,2025-07-09
RP-004487,2025-07-06,8701,Raven Prime,Open,Coin,89.88,1.48,7.08,96.96,2025-07-06
RP-004488,2025-07-12,7383,Raven Prime,Closed,Coin,135.14,5.1,11.75,146.89,2025-07-12
RP-004489,2025-09-09,7995,Raven Prime,Shipped,Coin,72.4,2.65,6.29,78.69,2025-09-09
RP-004490,2025-07-08,8932,Raven Prime,Shipped,Coin,117.8,6.42,8.34,126.14,2025-07-08
RP-004491,2025-08-22,7634,Raven Prime,Shipped,Coin,62.08,3.66,4.26,66.34,2025-08-22
RP-004492,2025-09-07,8447,Raven Prime,Shipped,Coin,136.72,7.03,11.08,147.8,2025-09-07
RP-004493,2025-08-14,9784,Raven Prime,Shipped,Coin,104.81,5.07,8.6,113.41,2025-08-14
RP-004494,2025-07-23,10500,Raven Prime,Shipped,Coin,47.55,2.87,4.47,52.02,2025-07-23
RP-004495,2025-09-07,8674,Raven Prime,Shipped,Coin,113.32,7.15,8.84,122.16,2025-09-07
RP-004496,2025-09-13,9439,Raven Prime,Closed,Coin,55.15,3.44,3.77,58.92,2025-09-13
RP-004497,2025-08-17,7518,Raven Prime,Closed,Coin,61.66,1.57,5.09,66.75,2025-08-17
RP-004498,2025-08-31,8257,Raven Prime,Closed,Coin,99.6,4.82,6.23,105.83,2025-08-31
RP-004499,2025-09-19,9392,Raven Prime,Closed,Coin,52.62,3.71,3.29,55.91,2025-09-19
RP-004500,2025-09-28,7646,Raven Prime,Closed,Coin,77.27,2.93,6.26,83.53,2025-09-28
MS-000001,2025-07-04,9528,Market Stall,Closed,Coin,101.9,4.26,6.69,108.59,2025-07-04
MS-000002,2025-09-28,8896,Market Stall,Open,Coin,239.8,5.57,15.23,255.03,2025-09-28
MS-000003,2025-09-16,9425,Market Stall,Open,Coin,261.78,11.51,19.91,281.69,2025-09-16
MS-000004,2025-09-04,7790,Market Stall,Shipped,Coin,149.24,6.87,11.91,161.15,2025-09-04
MS-000005,2025-07-30,7516,Market Stall,Closed,Coin,167.39,7.33,10.46,177.85,2025-07-30
MS-000006,2025-07-26,9379,Market Stall,Shipped,Coin,120.78,4.88,7.55,128.33,2025-07-26
MS-000007,2025-09-06,10369,Market Stall,Shipped,Coin,110.07,3.63,8.52,118.59,2025-09-06
MS-000008,2025-09-17,8517,Market Stall,Open,Coin,75.19,2.83,5.02,80.21,2025-09-17
MS-000009,2025-08-27,10167,Market Stall,Closed,Coin,175.12,8.2,10.95,186.07,2025-08-27
MS-000010,2025-07-23,7047,Market Stall,Closed,Coin,205.3,8.91,17.42,222.72,2025-07-23
MS-000011,2025-08-17,9056,Market Stall,Shipped,Coin,81.18,3.95,5.23,86.41,2025-08-17
MS-000012,2025-08-02,7685,Market Stall,Shipped,Coin,292.04,14.01,21.71,313.75,2025-08-02
MS-000013,2025-09-24,8341,Market Stall,Closed,Coin,151.86,4.44,10.14,162.0,2025-09-24
MS-000014,2025-08-13,9343,Market Stall,Shipped,Coin,278.32,13.45,19.08,297.4,2025-08-13
MS-000015,2025-09-08,7983,Market Stall,Shipped,Coin,202.55,7.56,14.7,217.25,2025-09-08
MS-000016,2025-08-18,10241,Market Stall,Closed,Coin,245.58,16.24,18.17,263.75,2025-08-18
MS-000017,2025-08-27,7011,Market Stall,Shipped,Coin,110.14,1.99,9.95,120.09,2025-08-27
MS-000018,2025-09-27,8349,Market Stall,Closed,Coin,118.49,8.04,10.71,129.19,2025-09-27
MS-000019,2025-09-30,9037,Market Stall,Shipped,Coin,138.43,4.64,12.15,150.58,2025-09-30
MS-000020,2025-08-29,10142,Market Stall,Shipped,Coin,188.69,8.59,11.79,200.49,2025-08-29
MS-000021,2025-09-05,8551,Market Stall,Closed,Coin,80.26,2.82,5.02,85.28,2025-09-05
MS-000022,2025-07-20,9281,Market Stall,Shipped,Coin,108.44,6.99,6.78,115.21,2025-07-20
MS-000023,2025-09-02,7131,Market Stall,Closed,Coin,196.4,11.37,12.27,208.67,2025-09-02
MS-000024,2025-08-18,9177,Market Stall,Open,Coin,110.25,5.2,7.12,117.38,2025-08-18
MS-000025,2025-08-01,9274,Market Stall,Closed,Coin,97.21,4.7,6.08,103.29,2025-08-01
MS-000026,2025-09-22,9507,Market Stall,Open,Coin,145.37,6.83,11.04,156.41,2025-09-22
MS-000027,2025-07-26,7807,Market Stall,Closed,Coin,61.23,1.9,3.83,65.06,2025-07-26
MS-000028,2025-09-18,7638,Market Stall,Closed,Coin,128.48,5.65,8.03,136.52,2025-09-18
MS-000029,2025-08-29,7748,Market Stall,Closed,Coin,88.48,2.84,5.53,94.01,2025-08-29
MS-000030,2025-09-28,7206,Market Stall,Closed,Coin,164.79,5.42,10.3,175.08,2025-09-28
MS-000031,2025-07-03,9806,Market Stall,Shipped,Coin,167.01,7.06,10.58,177.59,2025-07-03
MS-000032,2025-08-07,9362,Market Stall,Closed,Coin,91.83,4.58,5.74,97.57,2025-08-07
MS-000033,2025-07-10,8839,Market Stall,Shipped,Coin,45.87,2.56,2.87,48.73,2025-07-10
MS-000034,2025-08-06,7567,Market Stall,Closed,Coin,125.76,6.83,8.94,134.7,2025-08-06
MS-000035,2025-07-08,7009,Market Stall,Closed,Coin,55.77,1.87,4.03,59.8,2025-07-08
MS-000036,2025-07-09,9704,Market Stall,Closed,Coin,181.92,7.01,12.07,193.98,2025-07-09
MS-000037,2025-09-02,9183,Market Stall,Shipped,Coin,76.27,4.81,4.77,81.03,2025-09-02
MS-000038,2025-07-16,7466,Market Stall,Closed,Coin,98.39,4.38,7.16,105.55,2025-07-16
MS-000039,2025-08-06,7441,Market Stall,Shipped,Coin,183.93,8.94,12.7,196.63,2025-08-06
MS-000040,2025-07-24,10068,Market Stall,Closed,Coin,38.31,0.84,2.39,40.7,2025-07-24
MS-000041,2025-08-31,8261,Market Stall,Shipped,Coin,65.89,2.3,4.12,70.01,2025-08-31
MS-000042,2025-08-30,7292,Market Stall,Open,Coin,89.11,6.51,7.34,96.46,2025-08-30
MS-000043,2025-08-18,8902,Market Stall,Shipped,Coin,179.88,7.87,16.94,196.83,2025-08-18
MS-000044,2025-07-31,7453,Market Stall,Closed,Coin,93.34,5.42,5.83,99.17,2025-07-31
MS-000045,2025-09-02,9941,Market Stall,Closed,Coin,57.26,2.9,3.58,60.83,2025-09-02
MS-000046,2025-09-01,9670,Market Stall,Open,Coin,99.25,2.41,6.2,105.45,2025-09-01
MS-000047,2025-07-21,8586,Market Stall,Closed,Coin,147.37,10.12,9.21,156.58,2025-07-21
MS-000048,2025-08-03,10181,Market Stall,Open,Coin,169.71,9.45,14.26,183.97,2025-08-03
MS-000049,2025-08-14,8505,Market Stall,Open,Coin,176.71,10.89,11.04,187.75,2025-08-14
MS-000050,2025-09-24,8131,Market Stall,Closed,Coin,153.72,7.05,9.61,163.33,2025-09-24
MS-000051,2025-09-16,8343,Market Stall,Shipped,Coin,100.79,4.09,7.56,108.35,2025-09-16
MS-000052,2025-09-26,9036,Market Stall,Closed,Coin,65.51,2.11,4.09,69.6,2025-09-26
MS-000053,2025-09-18,10514,Market Stall,Shipped,Coin,102.77,6.14,7.87,110.64,2025-09-18
MS-000054,2025-07-24,8605,Market Stall,Shipped,Coin,180.75,7.14,15.33,196.08,2025-07-24
MS-000055,2025-07-10,7625,Market Stall,Shipped,Coin,83.56,3.44,5.22,88.78,2025-07-10
MS-000056,2025-09-06,10479,Market Stall,Shipped,Coin,222.03,8.6,17.84,239.87,2025-09-06
MS-000057,2025-07-13,7992,Market Stall,Closed,Coin,122.09,3.97,7.63,129.72,2025-07-13
MS-000058,2025-07-02,8354,Market Stall,Closed,Coin,180.86,10.65,12.82,193.68,2025-07-02
MS-000059,2025-08-04,9928,Market Stall,Shipped,Coin,212.17,9.88,14.94,227.11,2025-08-04
MS-000060,2025-07-27,8235,Market Stall,Shipped,Coin,261.78,5.33,16.36,278.14,2025-07-27
MS-000061,2025-09-01,9720,Market Stall,Shipped,Coin,193.86,5.05,16.83,210.69,2025-09-01
MS-000062,2025-09-17,7451,Market Stall,Closed,Coin,47.44,3.17,3.44,50.88,2025-09-17
MS-000063,2025-08-25,7939,Market Stall,Closed,Coin,59.76,2.05,3.74,63.5,2025-08-25
MS-000064,2025-09-03,10213,Market Stall,Shipped,Coin,171.93,6.61,12.57,184.51,2025-09-03
MS-000065,2025-07-25,10006,Market Stall,Closed,Coin,315.87,18.63,26.66,342.53,2025-07-25
MS-000066,2025-07-02,9004,Market Stall,Shipped,Coin,154.16,9.28,11.6,165.76,2025-07-02
MS-000067,2025-07-25,8946,Market Stall,Closed,Coin,127.95,4.0,9.83,137.78,2025-07-25
MS-000068,2025-08-13,8362,Market Stall,Closed,Coin,120.82,3.5,9.95,130.77,2025-08-13
MS-000069,2025-07-13,9071,Market Stall,Shipped,Coin,187.15,9.92,11.93,199.08,2025-07-13
MS-000070,2025-09-07,7514,Market Stall,Shipped,Coin,139.5,3.11,9.88,149.39,2025-09-07
MS-000071,2025-08-13,9914,Market Stall,Closed,Coin,114.69,3.55,8.74,123.43,2025-08-13
MS-000072,2025-08-06,8402,Market Stall,Shipped,Coin,112.59,3.44,8.68,121.26,2025-08-06
MS-000073,2025-08-25,7932,Market Stall,Closed,Coin,60.64,1.78,3.79,64.43,2025-08-25
MS-000074,2025-08-07,10258,Market Stall,Closed,Coin,66.11,1.39,4.96,71.08,2025-08-07
MS-000075,2025-07-21,8670,Market Stall,Closed,Coin,99.96,2.07,6.91,106.87,2025-07-21
MS-000076,2025-09-04,7768,Market Stall,Closed,Coin,87.35,4.14,6.33,93.68,2025-09-04
MS-000077,2025-09-01,9695,Market Stall,Open,Coin,83.47,4.25,5.22,88.69,2025-09-01
MS-000078,2025-08-03,7727,Market Stall,Closed,Coin,80.03,3.76,6.15,86.18,2025-08-03
MS-000079,2025-08-23,10534,Market Stall,Shipped,Coin,84.32,1.71,7.32,91.64,2025-08-23
MS-000080,2025-07-28,7765,Market Stall,Shipped,Coin,100.82,1.82,9.45,110.28,2025-07-28
MS-000081,2025-09-30,8090,Market Stall,Closed,Coin,296.21,19.72,25.41,321.63,2025-09-30
MS-000082,2025-08-07,9841,Market Stall,Closed,Coin,99.17,1.61,6.2,105.37,2025-08-07
MS-000083,2025-08-27,8301,Market Stall,Shipped,Coin,72.91,1.64,4.56,77.47,2025-08-27
MS-000084,2025-09-05,7316,Market Stall,Closed,Coin,161.36,5.82,12.22,173.58,2025-09-05
MS-000085,2025-09-14,9364,Market Stall,Closed,Coin,131.32,7.64,9.27,140.6,2025-09-14
MS-000086,2025-08-30,10059,Market Stall,Closed,Coin,271.28,8.98,23.58,294.86,2025-08-30
MS-000087,2025-09-10,7199,Market Stall,Shipped,Coin,199.52,9.27,12.47,211.99,2025-09-10
MS-000088,2025-08-24,9322,Market Stall,Closed,Coin,97.84,2.02,8.85,106.68,2025-08-24
MS-000089,2025-07-01,7231,Market Stall,Open,Coin,85.74,4.04,5.36,91.1,2025-07-01
MS-000090,2025-09-27,10517,Market Stall,Closed,Coin,247.32,9.24,21.59,268.91,2025-09-27
MS-000091,2025-09-26,7690,Market Stall,Shipped,Coin,210.97,4.68,13.19,224.16,2025-09-26
MS-000092,2025-08-10,9418,Market Stall,Open,Coin,219.76,6.2,14.46,234.22,2025-08-10
MS-000093,2025-09-29,7685,Market Stall,Open,Coin,127.95,3.07,9.95,137.9,2025-09-29
MS-000094,2025-07-05,9863,Market Stall,Shipped,Coin,88.66,4.59,5.54,94.2,2025-07-05
MS-000095,2025-07-14,8774,Market Stall,Open,Coin,192.21,2.84,17.55,209.77,2025-07-14
MS-000096,2025-09-16,9787,Market Stall,Closed,Coin,129.07,3.56,8.07,137.14,2025-09-16
MS-000097,2025-07-01,9284,Market Stall,Closed,Coin,200.52,6.79,14.65,215.17,2025-07-01
MS-000098,2025-07-09,7104,Market Stall,Shipped,Coin,178.23,9.24,15.13,193.36,2025-07-09
MS-000099,2025-07-16,8672,Market Stall,Closed,Coin,134.95,5.28,8.43,143.38,2025-07-16
MS-000100,2025-08-22,7356,Market Stall,Open,Coin,42.22,0.24,2.64,44.86,2025-08-22
MS-000101,2025-09-03,9412,Market Stall,Closed,Coin,271.28,9.75,24.76,296.04,2025-09-03
MS-000102,2025-09-09,9199,Market Stall,Closed,Coin,62.25,2.05,4.27,66.52,2025-09-09
MS-000103,2025-08-10,7231,Market Stall,Shipped,Coin,193.82,10.61,16.15,209.97,2025-08-10
MS-000104,2025-07-06,9306,Market Stall,Closed,Coin,145.63,2.89,12.34,157.97,2025-07-06
MS-000105,2025-07-14,7127,Market Stall,Closed,Coin,141.27,5.4,11.03,152.3,2025-07-14
MS-000106,2025-09-09,8620,Market Stall,Closed,Coin,183.45,4.58,11.47,194.91,2025-09-09
MS-000107,2025-08-04,10165,Market Stall,Shipped,Coin,49.06,2.2,3.51,52.57,2025-08-04
MS-000108,2025-08-07,9464,Market Stall,Closed,Coin,277.93,11.64,21.65,299.59,2025-08-07
MS-000109,2025-09-12,10597,Market Stall,Closed,Coin,183.26,6.19,11.45,194.71,2025-09-12
MS-000110,2025-08-22,9273,Market Stall,Closed,Coin,72.07,3.85,6.05,78.13,2025-08-22
MS-000111,2025-07-05,8229,Market Stall,Closed,Coin,93.03,4.46,6.57,99.61,2025-07-05
MS-000112,2025-09-05,9345,Market Stall,Closed,Coin,286.48,13.9,26.34,312.83,2025-09-05
MS-000113,2025-08-06,7832,Market Stall,Shipped,Coin,206.45,7.04,14.56,221.01,2025-08-06
MS-000114,2025-09-17,10431,Market Stall,Shipped,Coin,178.22,9.84,11.14,189.36,2025-09-17
MS-000115,2025-09-27,9150,Market Stall,Shipped,Coin,30.02,1.18,1.88,31.89,2025-09-27
MS-000116,2025-09-12,10204,Market Stall,Closed,Coin,85.83,3.11,5.36,91.2,2025-09-12
MS-000117,2025-07-16,9870,Market Stall,Closed,Coin,206.09,3.26,19.62,225.72,2025-07-16
MS-000118,2025-09-20,8347,Market Stall,Closed,Coin,153.63,9.58,9.6,163.23,2025-09-20
MS-000119,2025-08-03,10413,Market Stall,Shipped,Coin,169.6,5.12,11.93,181.53,2025-08-03
MS-000120,2025-07-19,10366,Market Stall,Closed,Coin,48.57,2.4,3.72,52.29,2025-07-19
MS-000121,2025-08-08,10065,Market Stall,Shipped,Coin,170.61,6.07,13.33,183.94,2025-08-08
MS-000122,2025-07-13,8173,Market Stall,Closed,Coin,243.59,12.52,15.22,258.81,2025-07-13
MS-000123,2025-09-29,7243,Market Stall,Closed,Coin,122.39,2.31,10.54,132.92,2025-09-29
MS-000124,2025-07-07,9419,Market Stall,Open,Coin,129.27,8.35,10.31,139.58,2025-07-07
MS-000125,2025-08-18,8198,Market Stall,Closed,Coin,158.42,3.92,11.04,169.47,2025-08-18
MS-000126,2025-07-24,7024,Market Stall,Closed,Coin,108.19,4.19,8.96,117.15,2025-07-24
MS-000127,2025-09-22,8566,Market Stall,Shipped,Coin,290.26,6.85,24.94,315.2,2025-09-22
MS-000128,2025-08-01,9769,Market Stall,Closed,Coin,206.99,8.54,12.94,219.92,2025-08-01
MS-000129,2025-08-15,7377,Market Stall,Closed,Coin,112.56,3.41,9.49,122.05,2025-08-15
MS-000130,2025-07-10,9299,Market Stall,Open,Coin,156.92,6.27,14.43,171.36,2025-07-10
MS-000131,2025-09-20,9471,Market Stall,Closed,Coin,82.84,5.64,7.42,90.27,2025-09-20
MS-000132,2025-08-31,9152,Market Stall,Shipped,Coin,223.94,7.07,16.72,240.66,2025-08-31
MS-000133,2025-07-01,8013,Market Stall,Open,Coin,185.21,14.4,16.25,201.46,2025-07-01
MS-000134,2025-09-23,7719,Market Stall,Closed,Coin,173.23,4.16,10.83,184.06,2025-09-23
MS-000135,2025-09-18,8851,Market Stall,Closed,Coin,193.03,10.62,12.06,205.09,2025-09-18
MS-000136,2025-09-30,8819,Market Stall,Closed,Coin,241.61,10.26,16.68,258.29,2025-09-30
MS-000137,2025-07-09,8570,Market Stall,Closed,Coin,43.67,2.37,2.73,46.4,2025-07-09
MS-000138,2025-07-28,8622,Market Stall,Open,Coin,137.56,6.54,10.52,148.07,2025-07-28
MS-000139,2025-07-30,10428,Market Stall,Closed,Coin,53.59,2.49,3.35,56.94,2025-07-30
MS-000140,2025-09-23,9340,Market Stall,Closed,Coin,159.69,4.1,9.98,169.67,2025-09-23
MS-000141,2025-08-29,7640,Market Stall,Shipped,Coin,181.13,8.89,11.32,192.45,2025-08-29
MS-000142,2025-09-07,9492,Market Stall,Shipped,Coin,63.01,3.21,4.28,67.29,2025-09-07
MS-000143,2025-08-21,8541,Market Stall,Shipped,Coin,206.47,11.41,13.74,220.22,2025-08-21
MS-000144,2025-09-28,9000,Market Stall,Shipped,Coin,64.93,2.6,5.8,70.73,2025-09-28
MS-000145,2025-08-30,7596,Market Stall,Open,Coin,86.62,3.96,5.41,92.03,2025-08-30
MS-000146,2025-07-28,9789,Market Stall,Shipped,Coin,72.47,1.39,4.53,77.0,2025-07-28
MS-000147,2025-07-13,7255,Market Stall,Closed,Coin,61.73,3.33,4.2,65.93,2025-07-13
MS-000148,2025-09-13,8535,Market Stall,Closed,Coin,126.28,2.43,8.64,134.92,2025-09-13
MS-000149,2025-09-07,8155,Market Stall,Shipped,Coin,151.97,4.28,9.5,161.47,2025-09-07
MS-000150,2025-08-20,8636,Market Stall,Shipped,Coin,141.39,7.45,8.84,150.22,2025-08-20
MS-000151,2025-07-29,10476,Market Stall,Closed,Coin,75.38,2.86,6.02,81.4,2025-07-29
MS-000152,2025-07-23,10229,Market Stall,Closed,Coin,193.62,10.68,16.05,209.68,2025-07-23
MS-000153,2025-08-08,8779,Market Stall,Closed,Coin,112.9,3.13,8.33,121.23,2025-08-08
MS-000154,2025-09-12,10452,Market Stall,Shipped,Coin,186.37,7.08,11.65,198.02,2025-09-12
MS-000155,2025-08-10,10592,Market Stall,Closed,Coin,197.22,8.28,14.66,211.89,2025-08-10
MS-000156,2025-09-25,8085,Market Stall,Closed,Coin,49.56,2.31,3.4,52.96,2025-09-25
MS-000157,2025-08-13,10273,Market Stall,Closed,Coin,60.89,3.17,3.81,64.69,2025-08-13
MS-000158,2025-07-23,10485,Market Stall,Closed,Coin,42.56,1.92,2.98,45.54,2025-07-23
MS-000159,2025-09-01,7874,Market Stall,Shipped,Coin,70.81,1.74,5.76,76.57,2025-09-01
MS-000160,2025-09-10,8534,Market Stall,Closed,Coin,114.11,5.06,7.76,121.88,2025-09-10
MS-000161,2025-07-29,10437,Market Stall,Closed,Coin,152.35,9.5,9.52,161.87,2025-07-29
MS-000162,2025-08-29,10415,Market Stall,Closed,Coin,122.2,6.41,7.64,129.83,2025-08-29
MS-000163,2025-09-11,7232,Market Stall,Closed,Coin,62.19,1.47,3.89,66.08,2025-09-11
MS-000164,2025-09-07,8732,Market Stall,Shipped,Coin,309.15,15.79,25.62,334.77,2025-09-07
MS-000165,2025-07-21,8434,Market Stall,Closed,Coin,175.97,6.22,11.68,187.65,2025-07-21
MS-000166,2025-08-04,10535,Market Stall,Closed,Coin,296.69,8.06,24.87,321.56,2025-08-04
MS-000167,2025-09-11,8896,Market Stall,Closed,Coin,99.43,4.76,6.51,105.94,2025-09-11
MS-000168,2025-07-09,10410,Market Stall,Closed,Coin,86.0,5.04,6.0,92.0,2025-07-09
MS-000169,2025-07-21,7908,Market Stall,Shipped,Coin,141.77,4.26,11.03,152.8,2025-07-21
MS-000170,2025-09-22,8946,Market Stall,Open,Coin,103.31,4.13,7.72,111.03,2025-09-22
MS-000171,2025-07-08,7672,Market Stall,Closed,Coin,114.69,5.12,7.98,122.67,2025-07-08
MS-000172,2025-08-03,9856,Market Stall,Shipped,Coin,170.24,7.83,12.25,182.49,2025-08-03
MS-000173,2025-07-18,8845,Market Stall,Closed,Coin,61.96,4.38,3.87,65.84,2025-07-18
MS-000174,2025-09-11,8240,Market Stall,Closed,Coin,297.7,21.99,25.5,323.2,2025-09-11
MS-000175,2025-08-14,7196,Market Stall,Closed,Coin,77.27,4.01,4.83,82.1,2025-08-14
MS-000176,2025-08-13,8963,Market Stall,Shipped,Coin,55.21,1.29,3.45,58.66,2025-08-13
MS-000177,2025-07-04,7557,Market Stall,Shipped,Coin,75.2,2.21,4.7,79.9,2025-07-04
MS-000178,2025-07-25,7840,Market Stall,Shipped,Coin,190.27,9.75,11.89,202.17,2025-07-25
MS-000179,2025-08-21,8525,Market Stall,Closed,Coin,131.33,4.71,11.98,143.31,2025-08-21
MS-000180,2025-09-29,7270,Market Stall,Open,Coin,136.89,7.75,9.34,146.23,2025-09-29
MS-000181,2025-08-11,9633,Market Stall,Closed,Coin,107.3,3.99,9.86,117.16,2025-08-11
MS-000182,2025-08-28,7978,Market Stall,Shipped,Coin,115.94,3.86,8.09,124.03,2025-08-28
MS-000183,2025-07-07,10237,Market Stall,Open,Coin,129.0,7.2,10.14,139.15,2025-07-07
MS-000184,2025-08-20,8700,Market Stall,Shipped,Coin,90.61,6.46,5.66,96.27,2025-08-20
MS-000185,2025-07-10,9998,Market Stall,Shipped,Coin,53.26,2.45,3.33,56.59,2025-07-10
MS-000186,2025-09-09,7935,Market Stall,Closed,Coin,155.59,4.31,9.72,165.31,2025-09-09
MS-000187,2025-08-04,9189,Market Stall,Closed,Coin,77.55,2.7,6.5,84.05,2025-08-04
MS-000188,2025-08-19,10260,Market Stall,Closed,Coin,95.26,3.59,6.75,102.02,2025-08-19
MS-000189,2025-09-01,7799,Market Stall,Shipped,Coin,68.09,3.37,4.26,72.34,2025-09-01
MS-000190,2025-07-28,9860,Market Stall,Closed,Coin,180.47,9.38,14.32,194.79,2025-07-28
MS-000191,2025-09-10,7122,Market Stall,Shipped,Coin,128.87,7.27,8.05,136.92,2025-09-10
MS-000192,2025-07-07,7187,Market Stall,Shipped,Coin,63.05,3.82,5.25,68.3,2025-07-07
MS-000193,2025-07-29,9531,Market Stall,Open,Coin,98.52,4.52,6.16,104.67,2025-07-29
MS-000194,2025-08-09,7957,Market Stall,Closed,Coin,174.22,11.84,13.81,188.03,2025-08-09
MS-000195,2025-08-16,10336,Market Stall,Closed,Coin,174.42,6.1,15.15,189.56,2025-08-16
MS-000196,2025-07-15,9936,Market Stall,Closed,Coin,140.38,3.52,11.35,151.73,2025-07-15
MS-000197,2025-09-06,7563,Market Stall,Shipped,Coin,59.72,3.78,3.73,63.45,2025-09-06
MS-000198,2025-08-23,7834,Market Stall,Closed,Coin,294.36,15.81,25.58,319.93,2025-08-23
MS-000199,2025-08-20,8120,Market Stall,Open,Coin,174.19,5.61,14.71,188.9,2025-08-20
MS-000200,2025-09-03,9812,Market Stall,Shipped,Coin,107.39,4.3,6.71,114.1,2025-09-03
MS-000201,2025-09-01,7411,Market Stall,Shipped,Coin,97.82,3.37,8.98,106.8,2025-09-01
MS-000202,2025-07-21,7375,Market Stall,Closed,Coin,163.1,4.74,11.15,174.25,2025-07-21
MS-000203,2025-08-04,8297,Market Stall,Closed,Coin,190.19,5.47,14.81,205.0,2025-08-04
MS-000204,2025-08-21,7783,Market Stall,Closed,Coin,154.61,6.3,9.66,164.27,2025-08-21
MS-000205,2025-09-15,8030,Market Stall,Closed,Coin,97.56,1.83,7.2,104.75,2025-09-15
MS-000206,2025-07-22,10062,Market Stall,Open,Coin,108.9,5.15,7.55,116.45,2025-07-22
MS-000207,2025-07-30,8045,Market Stall,Shipped,Coin,122.33,2.77,7.65,129.98,2025-07-30
MS-000208,2025-07-20,9105,Market Stall,Shipped,Coin,128.43,5.1,10.24,138.67,2025-07-20
MS-000209,2025-09-02,9498,Market Stall,Open,Coin,86.08,1.37,5.38,91.46,2025-09-02
MS-000210,2025-09-25,8825,Market Stall,Shipped,Coin,213.7,6.48,14.41,228.1,2025-09-25
MS-000211,2025-08-18,8506,Market Stall,Shipped,Coin,66.12,2.46,4.99,71.11,2025-08-18
MS-000212,2025-09-18,9255,Market Stall,Shipped,Coin,314.41,12.69,25.15,339.56,2025-09-18
MS-000213,2025-09-02,7052,Market Stall,Closed,Coin,123.25,4.47,7.7,130.96,2025-09-02
MS-000214,2025-09-21,7511,Market Stall,Closed,Coin,131.82,3.94,8.24,140.05,2025-09-21
MS-000215,2025-08-28,7856,Market Stall,Shipped,Coin,62.68,1.22,4.85,67.53,2025-08-28
MS-000216,2025-07-24,9498,Market Stall,Shipped,Coin,101.22,3.07,6.33,107.54,2025-07-24
MS-000217,2025-08-24,7103,Market Stall,Closed,Coin,263.31,4.28,22.44,285.75,2025-08-24
MS-000218,2025-09-09,8527,Market Stall,Shipped,Coin,79.73,4.49,5.64,85.36,2025-09-09
